chrom	pos	coverage	rolling_mean	peak	trough	PTR	log2_PTR
NZ_CP040530.1	166001	569.072	667.6073278054173	True	False	0.8524052632416032	-0.23038859370818512
NZ_CP040530.1	167001	573.263	667.1402766776678	True	False	0.8592840517062276	-0.2187929760415403
NZ_CP040530.1	168001	532.658	666.4778024083197	True	False	0.7992134142731215	-0.32334729686351577
NZ_CP040530.1	169001	453.468	665.4336367102396	True	False	0.6814623953214147	-0.5532940469253437
NZ_CP040530.1	170001	497.885	664.6163262872628	True	False	0.7491314617281947	-0.41670918188939887
NZ_CP040530.1	171001	577.432	664.1931014023733	True	False	0.8693736788003573	-0.20195167771515518
NZ_CP040530.1	172001	607.15	663.9175308641975	True	False	0.9144961109999532	-0.12895106012716112
NZ_CP040530.1	173001	559.975	663.4178071581197	True	False	0.8440759261479018	-0.24455531710381007
NZ_CP040530.1	174001	577.239	663.0054683678894	True	False	0.8706398778595003	-0.19985199358470015
NZ_CP040530.1	175001	577.02	662.5960137566137	True	False	0.8708473761086529	-0.19950819928384586
NZ_CP040530.1	176001	598.566	662.2925539757767	True	False	0.9037788457786172	-0.14595830579994543
NZ_CP040530.1	177001	578.703	661.8982636268344	True	False	0.8743080799593421	-0.1937863630880406
NZ_CP040530.1	178001	512.857	661.1985393844549	True	False	0.7756475089576665	-0.3665269226462541
NZ_CP040530.1	179001	449.731	660.2103733125649	True	False	0.6811934773813116	-0.5538634740146057
NZ_CP040530.1	180001	522.054	659.5677855297158	True	False	0.7915092450743709	-0.33732189329931866
NZ_CP040530.1	181001	434.198	658.5244068930041	True	False	0.6593498972173217	-0.6008838314495237
NZ_CP040530.1	182001	598.586	658.2481930363543	True	False	0.9093621620727195	-0.1370731190935901
NZ_CP040530.1	183001	550.828	657.7554398572885	True	False	0.8374358714836501	-0.25594937778458576
NZ_CP040530.1	184001	545.356	657.2422004058853	True	False	0.8297641260150533	-0.2692268097420974
NZ_CP040530.1	185001	532.803	656.6765676767676	True	False	0.8113628934331928	-0.3015807705093561
NZ_CP040530.1	186001	521.861	656.0665424836601	True	False	0.7954391303424795	-0.3301765599475824
NZ_CP040530.1	187001	565.668	655.6593418418419	True	False	0.862746801427334	-0.21299087490634805
NZ_CP040530.1	188001	597.87	655.400196811161	True	False	0.9122212701627598	-0.13254428513833538
NZ_CP040530.1	189001	612.626	655.2092405753967	True	False	0.9350081806874386	-0.09694910722872671
NZ_CP040530.1	190001	610.927	655.012430617284	True	False	0.9326952763694303	-0.10052228399055767
NZ_CP040530.1	191001	635.283	654.9251322517208	True	False	0.9700085837534002	-0.04393058090340148
NZ_CP040530.1	192001	594.617	654.6594576603035	True	False	0.9082844416929527	-0.1387839269330624
NZ_CP040530.1	193001	686.882	654.8007846003898	True	False	1.0489938560766823	0.06900622812141549
NZ_CP040530.1	194001	622.512	654.6597855409996	True	False	0.950893905122898	-0.07264371183688545
NZ_CP040530.1	195001	511.782	654.0385777777778	True	False	0.7824951270288643	-0.3538463271656618
NZ_CP040530.1	196001	541.735	653.5524151034151	True	False	0.8289082673105543	-0.27071564288748845
NZ_CP040530.1	197001	649.295	653.5340641762452	True	False	0.9935136293444957	-0.00938833591484038
NZ_CP040530.1	198001	488.477	652.8256647591797	True	False	0.7482503007601483	-0.41840714127078565
NZ_CP040530.1	199001	492.765	652.1416448243116	True	False	0.7556103860423635	-0.40428556284234846
NZ_CP040530.1	200001	579.608	651.8329910165484	True	False	0.8891970918748499	-0.169424864858709
NZ_CP040530.1	201001	648.432	651.8185800376648	True	False	0.9948044131582302	-0.007515187224610525
NZ_CP040530.1	202001	431.841	650.8904045944679	True	False	0.6634619237766382	-0.5919144234966869
NZ_CP040530.1	203001	624.293	650.7786507936509	True	False	0.9593015985368443	-0.05994363385920411
NZ_CP040530.1	204001	467.626	650.0123217108321	True	False	0.7194109778860939	-0.47511192037238476
NZ_CP040530.1	205001	503.338	649.4011787037036	True	False	0.7750802069758076	-0.3675824835729289
NZ_CP040530.1	206001	442.186	648.5413646841863	True	False	0.6818161864129157	-0.5525452452181705
NZ_CP040530.1	207001	499.199	647.9242474747475	False	False	0.7704588953810623	-0.3762101050671734
NZ_CP040530.1	208001	518.496	647.3916209419297	False	False	0.800900078449592	-0.3203058339231176
NZ_CP040530.1	209001	473.436	646.6786880692167	False	False	0.7321039161094577	-0.44987965318763606
NZ_CP040530.1	210001	472.211	645.9665750566894	False	False	0.7310146039035522	-0.452027866864537
NZ_CP040530.1	211001	392.434	644.9359548328816	False	False	0.6084852256402561	-0.7167058609611796
NZ_CP040530.1	212001	489.515	644.3067201979308	False	False	0.7597546085653447	-0.3963945739266263
NZ_CP040530.1	213001	623.855	644.2242535842295	False	False	0.9683817343558515	-0.04635222744926741
NZ_CP040530.1	214001	480.253	643.5657344935297	False	False	0.7462376790118374	-0.4222928883762696
NZ_CP040530.1	215001	572.423	643.2811635555555	False	False	0.8898488443779281	-0.168367803737371
NZ_CP040530.1	216001	603.154	643.1212943780433	False	False	0.9378541890504569	-0.09256445475403113
NZ_CP040530.1	217001	562.525	642.8014678130511	False	False	0.8751146787418378	-0.1924560086723747
NZ_CP040530.1	218001	556.922	642.4620232762408	False	False	0.8668559071553699	-0.20613589303077137
NZ_CP040530.1	219001	482.888	641.8337790901137	False	False	0.7523567872737379	-0.41051110697285514
NZ_CP040530.1	220001	519.672	641.3547132897604	False	False	0.810272364468015	-0.303521158718741
NZ_CP040530.1	221001	512.506	640.8513980034722	False	False	0.7997267410146511	-0.32242096579683455
NZ_CP040530.1	222001	651.532	640.8929567661047	False	False	1.0166003435075635	0.02375262338332967
NZ_CP040530.1	223001	515.959	640.4087166236004	False	False	0.8056714198399244	-0.31173651620774
NZ_CP040530.1	224001	593.407	640.2272428142428	False	False	0.9268693368803937	-0.10956212207886042
NZ_CP040530.1	225001	568.659	639.9519803418804	False	False	0.8885963595209228	-0.17039986408622673
NZ_CP040530.1	226001	638.202	639.9452754363559	False	False	0.9972758992006507	-0.003935409376970702
NZ_CP040530.1	227001	647.151	639.972778201866	False	False	1.011216448640679	0.01609183597272319
NZ_CP040530.1	228001	565.239	639.6886193493874	False	False	0.8836158451199142	-0.17850880535786878
NZ_CP040530.1	229001	543.623	639.3247344276094	False	False	0.8503080996650448	-0.23394241443651312
NZ_CP040530.1	230001	553.546	639.0010410901467	False	False	0.866267759213101	-0.2071150708801756
NZ_CP040530.1	231001	609.233	638.8891311612365	False	False	0.9535817253498523	-0.06857150694778526
NZ_CP040530.1	232001	562.359	638.6025014565128	False	False	0.8806088274276753	-0.1834267886294763
NZ_CP040530.1	233001	786.515	639.1544137645108	False	False	1.2305555325317405	0.2993097652323778
NZ_CP040530.1	234001	607.79	639.0378174308137	False	False	0.9511017711652147	-0.07232837220351811
NZ_CP040530.1	235001	570.647	638.7845181069958	False	False	0.8933325461473022	-0.1627307713103664
NZ_CP040530.1	236001	582.342	638.5762431324314	False	False	0.9119380908118606	-0.13299220811836265
NZ_CP040530.1	237001	599.717	638.4333782679739	False	False	0.9393572147292661	-0.0902542107909388
NZ_CP040530.1	238001	641.78	638.4456369556369	False	False	1.0052226264091373	0.007515050108438834
NZ_CP040530.1	239001	653.986	638.5023536090836	False	False	1.0242499441128077	0.034567814098978036
NZ_CP040530.1	240001	629.248	638.4687014141414	False	False	0.9855580995689868	-0.020987172893716398
NZ_CP040530.1	241001	634.252	638.453423510467	False	False	0.9934193735114364	-0.00952521262164036
NZ_CP040530.1	242001	643.808	638.4727541115122	False	False	1.0083562624311389	0.012005447602861671
NZ_CP040530.1	243001	548.583	638.1494096722622	False	False	0.85964664651455	-0.2181843258613797
NZ_CP040530.1	244001	609.807	638.0478239745122	False	False	0.9557387034116108	-0.06531185201510664
NZ_CP040530.1	245001	683.931	638.2116924603174	False	False	1.0716365871697429	0.09981574275735296
NZ_CP040530.1	246001	534.164	637.8414159746935	False	False	0.8374558105226473	-0.25591502815709427
NZ_CP040530.1	247001	620.223	637.7789393223011	False	False	0.9724733160035733	-0.040269430801360286
NZ_CP040530.1	248001	547.725	637.4607275225756	False	False	0.8592294024585263	-0.21888473231901653
NZ_CP040530.1	249001	597.03	637.3183658059468	False	False	0.9367845523249616	-0.09421080904388088
NZ_CP040530.1	250001	640.054	637.3279645224171	False	False	1.004277288349689	0.006157663008372566
NZ_CP040530.1	251001	619.952	637.2672094017095	False	False	0.9728289653911966	-0.0397419100983382
